query,entrezgene,name,symbol,alias,taxid,RGD
GRIK3,298521,glutamate ionotropic receptor kainate type subunit 3,Grik3,"GluK3, GluR7, gluR-7",10116,RGD:71027
GRIN2A,24409,glutamate ionotropic receptor NMDA type subunit 2A,Grin2a,"GluN2A, NMDAR2A, NR2A",10116,RGD:2737
GRM3,24416,glutamate metabotropic receptor 3,Grm3,mGluR3,10116,RGD:2744
GRM5,24418,glutamate metabotropic receptor 5,Grm5,"mGluR5, mGlur5",10116,RGD:2746
GRM7,81672,glutamate metabotropic receptor 7,Grm7,,10116,RGD:619857
GRM8,60590,glutamate metabotropic receptor 8,Grm8,"Glur8, Gprc1h, Mglur8, mGluR8b, mGlur",10116,RGD:619858
GSDME,353316,gasdermin E,Gsdme,"Dfna5, Dfna5h",10116,RGD:727871
GUCY1A2,66012,guanylate cyclase 1 soluble subunit alpha 2,Gucy1a2,,10116,RGD:621655
HCAR2,353250,hydroxycarboxylic acid receptor 2,Hcar2,"Gpr109a, Gpr109b, Hm74, Hm74b, Niacr1",10116,RGD:727952
HCN1,84390,hyperpolarization-activated cyclic nucleotide-gated potassium channel 1,Hcn1,,10116,RGD:620688
HIVEP1,117140,HIVEP zinc finger 1,Hivep1,,10116,RGD:727847
HS3ST1,84406,heparan sulfate-glucosamine 3-sulfotransferase 1,Hs3st1,3OST-I,10116,RGD:71084
IFT80,295106,intraflagellar transport 80,Ift80,"RGD1312006, Wdr56",10116,RGD:1312006
IGSF9B,315510,"immunoglobulin superfamily, member 9B",Igsf9b,RGD1564717,10116,RGD:1564717
IMMP2L,100359529,inner mitochondrial membrane peptidase subunit 2,Immp2l,,10116,RGD:2323665
IMPA2,282636,inositol monophosphatase 2,Impa2,,10116,RGD:628692
INSYN1,501007,inhibitory synaptic factor 1,Insyn1,RGD1562618,10116,RGD:1562618
IPO9,304817,importin 9,Ipo9,,10116,RGD:1310537
IQCE,304318,IQ motif containing E,Iqce,RGD1311349,10116,RGD:1311349
ITIH3,50693,"inter-alpha trypsin inhibitor, heavy chain 3",Itih3,PAIHC3,10116,RGD:620633
KAT2B,301164,lysine acetyltransferase 2B,Kat2b,"AABR07066180.1, Pcaf",10116,RGD:1305902
KAZN,313672,"kazrin, periplakin interacting protein",Kazn,Kaz,10116,RGD:1359147
KCNA3,29731,potassium voltage-gated channel subfamily A member 3,Kcna3,,10116,RGD:2951
KCNB1,25736,potassium voltage-gated channel subfamily B member 1,Kcnb1,"DRK1PC, Kcr1-1, Kv2.1, Shab",10116,RGD:2954
KCNB2,117105,potassium voltage-gated channel subfamily B member 2,Kcnb2,Kv2.2,10116,RGD:621349
KDM3B,682469,lysine demethylase 3B,Kdm3b,,10116,RGD:1583423
KIT,64030,KIT proto-oncogene receptor tyrosine kinase,Kit,,10116,RGD:620568
KIZ,311502,kizuna centrosomal protein,Kiz,"Ncrna00153, Plk1s1, RGD1307071",10116,RGD:1307071
L3MBTL2,300320,L3MBTL histone methyl-lysine binding protein 2,L3mbtl2,,10116,RGD:1308569
SNORA70,120094444,small nucleolar RNA SNORA70,LOC120094444,SNORA70,10116,RGD:41127254
LAMC3,311862,laminin subunit gamma 3,Lamc3,,10116,RGD:1309399
LCA5,300866,lebercilin LCA5,Lca5,RGD1308555,10116,RGD:1308555
LGR6,498233,leucine-rich repeat-containing G protein-coupled receptor 6,Lgr6,RGD1560339,10116,RGD:1560339
LHX2,296706,LIM homeobox 2,Lhx2,"LH2A, Lh-2",10116,RGD:71076
LHX8,365963,LIM homeobox 8,Lhx8,Lhx7,10116,RGD:1308749
LINGO1,315691,leucine rich repeat and Ig domain containing 1,Lingo1,Lrrn6a,10116,RGD:1308668
LMAN2L,301343,"lectin, mannose-binding 2-like",Lman2l,,10116,RGD:1311393
LMO7,361084,LIM domain 7,Lmo7,,10116,RGD:1302984
LRFN5,314164,leucine rich repeat and fibronectin type III domain containing 5,Lrfn5,,10116,RGD:1309357
LRRC20,499430,leucine rich repeat containing 20,Lrrc20,RGD1566140,10116,RGD:1566140
LSAMP,29561,limbic system-associated membrane protein,Lsamp,,10116,RGD:71102
LSM14A,361554,LSM14A mRNA processing body assembly factor,Lsm14a,RGD1305695,10116,RGD:1305695
MAD1L1,680006,mitotic arrest deficient 1 like 1,Mad1l1,,10116,RGD:1596881
MANBA,310864,mannosidase beta,Manba,,10116,RGD:1305785
MAPT,29477,microtubule-associated protein tau,Mapt,"MAPT_0N4R, Mtapt, RNPTAU, Tau, pTau",10116,RGD:69329
MDGA2,314180,MAM domain containing glycosylphosphatidylinositol anchor 2,Mdga2,Mamdc1,10116,RGD:735131
MED24,619436,mediator complex subunit 24,Med24,Thrap4,10116,RGD:1564565
MFAP3L,306424,microfibril associated protein 3 like,Mfap3l,,10116,RGD:1311274
MGAM2,312272,maltase-glucoamylase 2,Mgam2,Mgam,10116,RGD:1308368
MMRN1,500152,multimerin 1,Mmrn1,,10116,RGD:1587248
MOB4,171050,"MOB family member 4, phocein",Mob4,"Mobkl1, Mobkl3, Phocn, Prei3, phocein",10116,RGD:620183
MOCS2,294753,molybdenum cofactor synthesis 2,Mocs2,,10116,RGD:1359477
MON1B,307868,"MON1 homolog B, secretory trafficking associated",Mon1b,RGD1309977,10116,RGD:1309977
MPHOSPH9,288654,M-phase phosphoprotein 9,Mphosph9,,10116,RGD:1598368
MROH5,500889,maestro heat-like repeat family member 5,Mroh5,"AABR07058412.1, RGD1559695",10116,RGD:1559695
MTCH2,295922,mitochondrial carrier 2,Mtch2,Hspc032,10116,RGD:1308080
MYH15,303965,"myosin, heavy chain 15",Myh15,RGD1565858,10116,RGD:1565858
MYO18A,360570,myosin XVIIIa,Myo18a,,10116,RGD:1562698
MYO1H,687866,myosin IH,Myo1h,AABR07036550.1,10116,RGD:1596237
NAA11,289482,"N(alpha)-acetyltransferase 11, NatA catalytic subunit",Naa11,Ard1b,10116,RGD:1564723
NAA40,361718,"N(alpha)-acetyltransferase 40, NatD catalytic subunit",Naa40,"Nat11, RGD1565838",10116,RGD:1565838
NCAM1,24586,neural cell adhesion molecule 1,Ncam1,"Cd56, N-CAM, N-CAM-1, NCAM-1, NCAM-C",10116,RGD:67378
NDRG1,299923,N-myc downstream regulated 1,Ndrg1,Ndr1,10116,RGD:1307303
NECTIN1,192183,nectin cell adhesion molecule 1,Nectin1,"HveC, Pvrl1, nectin-1",10116,RGD:620791
NFATC2,311658,nuclear factor of activated T-cells 2,Nfatc2,,10116,RGD:1307690
NGEF,246217,neuronal guanine nucleotide exchange factor,Ngef,Besh3,10116,RGD:1309055
NHLRC2,307986,NHL repeat containing 2,Nhlrc2,,10116,RGD:1307348
NKAIN2,102551716,sodium/potassium transporting ATPase interacting 2,Nkain2,,10116,RGD:7740967
NOS1,24598,nitric oxide synthase 1,Nos1,bNOS,10116,RGD:3184
NPAS3,299016,neuronal PAS domain protein 3,Npas3,,10116,RGD:1307181
NRGN,64356,neurogranin,Nrgn,"BICKS, RC3",10116,RGD:61833
NT5C2,100363253,"5'-nucleotidase, cytosolic II",Nt5c2,,10116,RGD:2323387
NTRK2,25054,neurotrophic receptor tyrosine kinase 2,Ntrk2,"RATTRKB1, TRKB1, Tkrb, trk-B, trkB",10116,RGD:3213
NUBPL,299008,NUBP iron-sulfur cluster assembly factor like,Nubpl,RGD1307232,10116,RGD:1307232
NXPH1,25501,neurexophilin 1,Nxph1,,10116,RGD:3218
NXPH4,59316,neurexophilin 4,Nxph4,Nph4,10116,RGD:628723
OLFM4,290409,olfactomedin 4,Olfm4,,10116,RGD:1311708
OPCML,116597,opioid binding protein/cell adhesion molecule-like,Opcml,,10116,RGD:620635
OR14J1,365523,olfactory receptor family 14 subfamily J member 1,Or14j1,Olr1693,10116,RGD:1333127
OR8A1,405971,olfactory receptor family 8 subfamily A member 1,Or8a1,Olr1195,10116,RGD:1332735
OSBPL3,362360,oxysterol binding protein-like 3,Osbpl3,RGD1564287,10116,RGD:1564287
OTOR,366206,otoraplin,Otor,,10116,RGD:1305253
OTUD7B,310677,OTU deubiquitinase 7B,Otud7b,RGD1308111,10116,RGD:1308111
PAFAH1B1,83572,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1",Pafah1b1,LIS1,10116,RGD:620331
PALS2,362359,"protein associated with LIN7 2, MAGUK p55 family member",Pals2,Mpp6,10116,RGD:1311833
PAX6,25509,paired box 6,Pax6,,10116,RGD:3258
PCDHA1,393085,protocadherin alpha 1,Pcdha1,rCNRv01,10116,RGD:735016
PCDHA2,393086,protocadherin alpha 2,Pcdha2,rCNRv02,10116,RGD:735182
PCDHA3,116780,protocadherin alpha 3,Pcdha3,,10116,RGD:620336
PCDHA4,116741,protocadherin alpha 4,Pcdha4,"Cnr1, Pcdha1, Pcdha10, Pcdha11, Pcdha12",10116,RGD:620337
PCDHA5,393087,protocadherin alpha 5,Pcdha5,rCNRv05,10116,RGD:735200
PCDHA6,393088,protocadherin alpha 6,Pcdha6,rCNRv06,10116,RGD:735165
PCDHA7,393089,protocadherin alpha 7,Pcdha7,rCNRv07,10116,RGD:735055
PCDHA8,116781,protocadherin alpha 8,Pcdha8,,10116,RGD:620338
PCLO,56768,piccolo (presynaptic cytomatrix protein),Pclo,aczonin,10116,RGD:69406
PDE4B,24626,phosphodiesterase 4B,Pde4b,"PDE4/IVb, Pde4B1, Pde4B2, Pde4B3, Pde4B4",10116,RGD:3280
PDE4D,24627,phosphodiesterase 4D,Pde4d,"DPDE3, PDE3/IVd",10116,RGD:3281
PFKFB3,117276,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",Pfkfb3,,10116,RGD:619776
PKD1L1,289796,"polycystin 1 like 1, transient receptor potential channel interacting",Pkd1l1,"RGD1564724, RGD1566034",10116,RGD:1564724
PKP1,304822,plakophilin 1,Pkp1,,10116,RGD:1307472
PLCL1,84587,phospholipase C-like 1,Plcl1,,10116,RGD:708420
PLCL2,301173,phospholipase C-like 2,Plcl2,,10116,RGD:1305941
PLEKHG1,679812,pleckstrin homology and RhoGEF domain containing G1,Plekhg1,,10116,RGD:1583676
PMFBP1,171414,polyamine modulated factor 1 binding protein 1,Pmfbp1,"ODF3, Stap",10116,RGD:621677
POGK,304941,pogo transposable element derived with KRAB domain,Pogk,,10116,RGD:1308951
POU1F1,25517,POU class 1 homeobox 1,Pou1f1,"GHF1, GHF1A, PIT1Z, Pit1",10116,RGD:3367
PPP1R13B,314465,"protein phosphatase 1, regulatory subunit 13B",Ppp1r13b,,10116,RGD:1304651
PPP1R16B,680616,"protein phosphatase 1, regulatory subunit 16B",Ppp1r16b,,10116,RGD:1589460
PPP2R2B,60660,"protein phosphatase 2, regulatory subunit B, beta",Ppp2r2b,Pppr2b2,10116,RGD:631441
PRAG1,306506,PEAK1 related kinase activating pseudokinase 1,Prag1,"Pragmin, RGD1311793",10116,RGD:1311793
PRICKLE2,312563,prickle planar cell polarity protein 2,Prickle2,,10116,RGD:1306723
PRKCA,24680,"protein kinase C, alpha",Prkca,Pkca,10116,RGD:3395
PRKN,56816,parkin RBR E3 ubiquitin protein ligase,Prkn,"Park, Park2",10116,RGD:61797
PRTFDC1,291355,phosphoribosyl transferase domain containing 1,Prtfdc1,,10116,RGD:1310177
PTBP3,83515,polypyrimidine tract binding protein 3,Ptbp3,Rod1,10116,RGD:621671
PTCH1,89830,patched 1,Ptch1,"Ptch, Ptch2",10116,RGD:621425
PTH2R,81753,parathyroid hormone 2 receptor,Pth2r,Pthr2,10116,RGD:620612
PTPRC,24699,"protein tyrosine phosphatase, receptor type, C",Ptprc,"CD45, L-CA, Lca, RT7, T200",10116,RGD:3451
PTPRF,360406,"protein tyrosine phosphatase, receptor type, F",Ptprf,LARFN5C,10116,RGD:3453
PTPRT,362263,"protein tyrosine phosphatase, receptor type, T",Ptprt,,10116,RGD:1309653
RAD51,499870,RAD51 recombinase,Rad51,RGD1563603,10116,RGD:1563603
RAN,84509,"RAN, member RAS oncogene family",Ran,,10116,RGD:620367
RASSF1,363140,Ras association domain family member 1,Rassf1,,10116,RGD:1359383
RBFOX1,302920,RNA binding fox-1 homolog 1,Rbfox1,A2bp1,10116,RGD:1311210
RBM17,291295,RNA binding motif protein 17,Rbm17,,10116,RGD:1311208
RCOR2,305811,REST corepressor 2,Rcor2,,10116,RGD:1359467
RERE,116665,arginine-glutamic acid dipeptide repeats,Rere,Arp,10116,RGD:629475
RGS6,54295,regulator of G-protein signaling 6,Rgs6,,10116,RGD:3569
RHOJ,299145,ras homolog family member J,Rhoj,,10116,RGD:1310528
RIMS1,84556,regulating synaptic membrane exocytosis 1,Rims1,"RIM1a, Rim1",10116,RGD:620000
RPS19BP1,500907,ribosomal protein S19 binding protein 1,Rps19bp1,RGD1562823,10116,RGD:1562823
RPS6KL1,299202,ribosomal protein S6 kinase-like 1,Rps6kl1,,10116,RGD:1309493
RPTOR,287871,"regulatory associated protein of MTOR, complex 1",Rptor,RGD1311784,10116,RGD:1311784
RSRC1,361956,arginine and serine rich coiled-coil 1,Rsrc1,"RGD1304968, SRrp53",10116,RGD:1304968
RTN1,116644,reticulon 1,Rtn1,Nsp,10116,RGD:620986
SDC2,25615,syndecan 2,Sdc2,HSPG,10116,RGD:3649
SDK1,304297,sidekick cell adhesion molecule 1,Sdk1,RGD1560686,10116,RGD:1560686
SDK2,360652,sidekick cell adhesion molecule 2,Sdk2,,10116,RGD:1310397
SEC61G,689134,Sec61 translocon subunit gamma,Sec61g,,10116,RGD:1596170
SEMA3E,296789,semaphorin 3E,Sema3e,,10116,RGD:1310973
SGCD,497892,"sarcoglycan, delta",Sgcd,,10116,RGD:1306638
SH3BGRL2,501026,SH3 domain binding glutamate-rich protein like 2,Sh3bgrl2,,10116,RGD:1591931
SHISA9,100361134,shisa family member 9,Shisa9,,10116,RGD:2320726
SHMT2,299857,serine hydroxymethyltransferase 2,Shmt2,,10116,RGD:1308582
SHOC2,309548,SHOC2 leucine-rich repeat scaffold protein,Shoc2,,10116,RGD:1308146
SIPA1L1,246212,signal-induced proliferation-associated 1 like 1,Sipa1l1,"SPAL, Spa-1, Spa1, Spar",10116,RGD:708497
SIPA1L2,361442,signal-induced proliferation-associated 1 like 2,Sipa1l2,"Sersap2, Spar2",10116,RGD:1306269
SLC16A14,316578,"solute carrier family 16, member 14",Slc16a14,,10116,RGD:1309675
SLC30A9,498358,solute carrier family 30 member 9,Slc30a9,,10116,RGD:1593180
SLC39A8,295455,solute carrier family 39 member 8,Slc39a8,,10116,RGD:1308236
SLC4A5,84484,solute carrier family 4 member 4,Slc4a4,"HHNMC, HNBC1, KNBC, NBC2, Nbc1",10116,RGD:68936
SLCO1B3,58978,solute carrier organic anion transporter family member 1B2,Slco1b2,"OATP-4, Oatp4, Slc21a10, Slco1b3, rlst-1",10116,RGD:69300
SLCO1C1,84511,"solute carrier organic anion transporter family, member 1c1",Slco1c1,"Bsat1, Oatp14, Slc21a14",10116,RGD:628660
SMAD1,25671,SMAD family member 1,Smad1,Madh1,10116,RGD:3030
SMOX,308652,spermine oxidase,Smox,,10116,RGD:1306049
SNAP91,65178,synaptosome associated protein 91,Snap91,Ap180,10116,RGD:69276
SNX19,315478,sorting nexin 19,Snx19,,10116,RGD:1309857
SORCS3,294043,sortilin-related VPS10 domain containing receptor 3,Sorcs3,,10116,RGD:1310974
SOX5,140587,SRY-box transcription factor 5,Sox5,Sox5l1,10116,RGD:620471
SOX6,293165,SRY-box transcription factor 6,Sox6,,10116,RGD:1309000
SP110,301570,SP110 nuclear body protein,Sp110,,10116,RGD:1310173
SP4,25162,Sp4 transcription factor,Sp4,HF-1b,10116,RGD:3741
SPAG16,501158,sperm associated antigen 16,Spag16,RGD1565062,10116,RGD:1565062
SPP2,94168,secreted phosphoprotein 2,Spp2,,10116,RGD:708488
SPPL3,360822,signal peptide peptidase like 3,Sppl3,"RGD1562826, Sppl3-ps1",10116,RGD:1562826
SRPK2,296753,SRSF protein kinase 2,Srpk2,,10116,RGD:1305107
STAG1,315958,stromal antigen 1,Stag1,,10116,RGD:1310744
SYNE2,366669,spectrin repeat containing nuclear envelope protein 2,Syne2,"AABR07064873.1, RGD1305248",10116,RGD:1305248
TAFA2,680647,TAFA chemokine like family member 2,Tafa2,Fam19a2,10116,RGD:1589429
TBC1D2,313234,"TBC1 domain family, member 2",Tbc1d2,,10116,RGD:1306860
TCAIM,363169,"T cell activation inhibitor, mitochondrial",Tcaim,"RGD1560717, TOAG-1, Toag1",10116,RGD:1560717
TCF20,366964,transcription factor 20,Tcf20,"AR1, SPBP",10116,RGD:1594486
TCF4,84382,transcription factor 4,Tcf4,,10116,RGD:69271
TENM2,117242,teneurin transmembrane protein 2,Tenm2,"Lasso, Odz2",10116,RGD:727907
TENM3,306451,teneurin transmembrane protein 3,Tenm3,Odz3,10116,RGD:1306641
TERF1,297758,telomeric repeat binding factor 1,Terf1,,10116,RGD:1311574
TFAP2B,301285,transcription factor AP-2 beta,Tfap2b,Tcfap2b,10116,RGD:1306321
THOC7,305714,THO complex subunit 7,Thoc7,RGD1305475,10116,RGD:1305475
TLL1,678743,tolloid-like 1,Tll1,Tll,10116,RGD:1306120
TLR4,29260,toll-like receptor 4,Tlr4,,10116,RGD:3870
TMEM106B,312132,transmembrane protein 106B,Tmem106b,LRRGT00101,10116,RGD:1303037
TMEM132D,288750,transmembrane protein 132D,Tmem132d,MOLT,10116,RGD:735062
TMEM219,308986,transmembrane protein 219,Tmem219,RGD1560566,10116,RGD:1560566
TMPRSS5,266681,transmembrane serine protease 5,Tmprss5,Amp,10116,RGD:628625
TMPRSS9,314636,transmembrane serine protease 9,Tmprss9,,10116,RGD:1309581
TNFRSF21,316256,TNF receptor superfamily member 21,Tnfrsf21,,10116,RGD:1307308
TNXB,415089,tenascin XB,Tnxb,Tnx,10116,RGD:1594402
