query,entrezgene,name,symbol,alias,taxid,RGD
MICAL2,365352,"microtubule associated monooxygenase, calponin and LIM domain containing 2",Mical2,"Mical-2, Micalcl, RGD1311773, RSB-11-77",10116,RGD:1311773
MLIP,681849,muscular LMNA-interacting protein,Mlip,CIP,10116,RGD:1590513
MSRA,29447,methionine sulfoxide reductase A,Msra,,10116,RGD:70979
MTMR12,310155,myotubularin related protein 12,Mtmr12,Pip3ap,10116,RGD:1307902
MYL10,501831,myosin light chain 10,Myl10,"Myl10-ps1, Mylc2pl, RGD1561258",10116,RGD:1561258
NCAM1,24586,neural cell adhesion molecule 1,Ncam1,"Cd56, N-CAM, N-CAM-1, NCAM-1, NCAM-C",10116,RGD:67378
NDFIP1,291609,Nedd4 family interacting protein 1,Ndfip1,,10116,RGD:1310053
NEBL,307189,nebulette,Nebl,Lasp-2,10116,RGD:1308315
NOC4L,360828,nucleolar complex associated 4 homolog,Noc4l,RGD1310661,10116,RGD:1310661
NRG1,112400,neuregulin 1,Nrg1,,10116,RGD:621341
NT5C2,100363253,"5'-nucleotidase, cytosolic II",Nt5c2,,10116,RGD:2323387
NTMT1,362103,N-terminal Xaa-Pro-Lys N-methyltransferase 1,Ntmt1,"Mettl11a, NTM1A, RGD1306582",10116,RGD:1306582
NTPCR,361443,"nucleoside-triphosphatase, cancer-related",Ntpcr,RGD1306192,10116,RGD:1306192
OR52B4,293195,olfactory receptor family 52 subfamily B member 4,Or52b4,Olr41,10116,RGD:1334081
OSBPL1A,259221,oxysterol binding protein-like 1A,Osbpl1a,,10116,RGD:628888
OSMR,310132,oncostatin M receptor,Osmr,,10116,RGD:1302983
P4HA2,360526,prolyl 4-hydroxylase subunit alpha 2,P4ha2,,10116,RGD:1309673
PCDH1,307481,protocadherin 1,Pcdh1,,10116,RGD:1308490
CNR1,116741,protocadherin alpha 4,Pcdha4,"Cnr1, Pcdha1, Pcdha10, Pcdha11, Pcdha12",10116,RGD:620337
PDZD2,65034,PDZ domain containing 2,Pdzd2,"Papin, Pdzk3",10116,RGD:619958
PDZRN4,315250,PDZ domain containing RING finger 4,Pdzrn4,,10116,RGD:1308860
PHACTR1,306844,phosphatase and actin regulator 1,Phactr1,,10116,RGD:1303187
PIGO,313341,"phosphatidylinositol glycan anchor biosynthesis, class O",Pigo,,10116,RGD:1309498
PLCH2,313756,"phospholipase C, eta 2",Plch2,RGD1304675,10116,RGD:1304675
PLEKHM1,303584,pleckstrin homology and RUN domain containing M1,Plekhm1,,10116,RGD:1308010
PLGRKT,293888,plasminogen receptor with a C-terminal lysine,Plgrkt,"Plg-R(KT), RGD1306839",10116,RGD:1306839
PM20D1,498226,peptidase M20 domain containing 1,Pm20d1,RGD1564063,10116,RGD:1564063
PPP4R3A,314388,"protein phosphatase 4, regulatory subunit 3A",Ppp4r3a,"RGD1309059, Smek1",10116,RGD:1309059
PRAG1,306506,PEAK1 related kinase activating pseudokinase 1,Prag1,"Pragmin, RGD1311793",10116,RGD:1311793
PREX1,311647,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",Prex1,RGD1306534,10116,RGD:1306534
PTCHD1,317517,patched domain containing 1,Ptchd1,RGD1564527,10116,RGD:1564527
PTPRT,362263,"protein tyrosine phosphatase, receptor type, T",Ptprt,,10116,RGD:1309653
RASSF10,308894,Ras association domain family member 10,Rassf10,RGD1309847,10116,RGD:1309847
RBFOX1,302920,RNA binding fox-1 homolog 1,Rbfox1,A2bp1,10116,RGD:1311210
RELN,24718,reelin,Reln,"Reelen, Rl, reeler",10116,RGD:3553
REPS1,292944,RALBP1 associated Eps domain containing 1,Reps1,,10116,RGD:1307131
RERE,116665,arginine-glutamic acid dipeptide repeats,Rere,Arp,10116,RGD:629475
RIMS1,84556,regulating synaptic membrane exocytosis 1,Rims1,"RIM1a, Rim1",10116,RGD:620000
SCN3B,245956,sodium voltage-gated channel beta subunit 3,Scn3b,Scnb3,10116,RGD:621657
SEMA6D,311384,semaphorin 6D,Sema6d,,10116,RGD:1310910
SEPTIN3,56003,septin 3,Septin3,"Sep3, Sept3",10116,RGD:621745
SLC24A3,85267,solute carrier family 24 member 3,Slc24a3,Nckx3,10116,RGD:69256
SLC26A9,304784,solute carrier family 26 member 9,Slc26a9,,10116,RGD:1310441
SLC35D1,298280,solute carrier family 35 member D1,Slc35d1,,10116,RGD:1309843
SLIT3,83467,slit guidance ligand 3,Slit3,Megf5,10116,RGD:69311
SNX13,362731,sorting nexin 13,Snx13,,10116,RGD:1309778
SNX29,689142,sorting nexin 29,Snx29,"RGD1565890, Rundc2a",10116,RGD:1596162
SORBS2,114901,sorbin and SH3 domain containing 2,Sorbs2,Argbp2,10116,RGD:620061
SPACA1,500432,sperm acrosome associated 1,Spaca1,RGD1560284,10116,RGD:1560284
SPRY4,291610,sprouty RTK signaling antagonist 4,Spry4,,10116,RGD:1305324
SPSB4,300950,splA/ryanodine receptor domain and SOCS box containing 4,Spsb4,RGD1562307,10116,RGD:1562307
STMN2,84510,stathmin 2,Stmn2,"Scg10, Scgn10",10116,RGD:68947
SULF2,311642,sulfatase 2,Sulf2,,10116,RGD:1305078
SUPT3H,685697,"SPT3 homolog, SAGA and STAGA complex component",Supt3h,,10116,RGD:1591316
TAF1B,690450,"TATA-box binding protein associated factor, RNA polymerase I subunit B",Taf1b,TAFI63,10116,RGD:1596058
TBC1D1,360937,TBC1 domain family member 1,Tbc1d1,,10116,RGD:1304562
TEAD4,683522,TEA domain transcription factor 4,Tead4,,10116,RGD:1585671
TFAP2D,301284,transcription factor AP-2 delta,Tfap2d,Tcfap2d,10116,RGD:1304864
TGFA,24827,transforming growth factor alpha,Tgfa,"RATTGFAA, TGFAA",10116,RGD:3849
TRIM33,365894,tripartite motif-containing 33,Trim33,,10116,RGD:1307339
TRIM58,303167,tripartite motif-containing 58,Trim58,RGD1566174,10116,RGD:1566174
TRIML2,290766,tripartite motif family-like 2,Triml2,RGD1565382,10116,RGD:1565382
TRPM3,309407,"transient receptor potential cation channel, subfamily M, member 3",Trpm3,,10116,RGD:1304888
TSHZ3,308523,teashirt zinc finger homeobox 3,Tshz3,Zfp537,10116,RGD:1306322
TSKS,292890,testis-specific serine kinase substrate,Tsks,Stk22s1,10116,RGD:727784
TSPAN9,312728,tetraspanin 9,Tspan9,RGD1304740,10116,RGD:1304740
TUSC3,290783,tumor suppressor candidate 3,Tusc3,,10116,RGD:1303318
TXNRD1,58819,thioredoxin reductase 1,Txnrd1,Tr,10116,RGD:61959
UNC5A,60629,unc-5 netrin receptor A,Unc5a,Unc5h1,10116,RGD:621755
UPP2,295620,uridine phosphorylase 2,Upp2,,10116,RGD:1308188
USP6NL,291309,USP6 N-terminal like,Usp6nl,,10116,RGD:1311786
UTRN,25600,utrophin,Utrn,DRP-1,10116,RGD:3947
VAV3,295378,vav guanine nucleotide exchange factor 3,Vav3,RGD1565941,10116,RGD:1565941
VTCN1,295322,V-set domain containing T cell activation inhibitor 1,Vtcn1,RGD1311204,10116,RGD:1311204
WBP1L,309456,WW domain binding protein 1-like,Wbp1l,"Opal1, RGD1305793",10116,RGD:1305793
XKR6,305960,XK related 6,Xkr6,"RGD1310719, XRG6",10116,RGD:1310719
Y_RNA,,Y RNA,Y_RNA,,10116,
YEATS4,299810,YEATS domain containing 4,Yeats4,RGD1305741,10116,RGD:1305741
ZDHHC14,499014,zinc finger DHHC-type palmitoyltransferase 14,Zdhhc14,Dhhc14,10116,RGD:1565877
ZFAT,362925,zinc finger and AT hook domain containing,Zfat,"Zfat1, Zfp406",10116,RGD:1310886
ZFHX3,307829,zinc finger homeobox 3,Zfhx3,"Atbf1, RGD1560268",10116,RGD:1560268
ZFP42,100361947,zinc finger protein 42,Zfp42,Zfp971,10116,RGD:2319133
ARL6IP1P3,,,,,,
BRD7P6,,,,,,
BRWD1P2,,,,,,
C10ORF90,,,,,,
C4ORF33,,,,,,
C9ORF62,,,,,,
CASC2,,,,,,
CASC8,,,,,,
CHL1-AS2,,,,,,
CYP2A7,,,,,,
CYP2C9,,,,,,
DGCR5,,,,,,
DNAJB6P5,,,,,,
DRAIC,,,,,,
HBG2,,,,,,
HPRT1P3,,,,,,
HSPE1P1,,,,,,
IGLV10-67,,,,,,
IGLVIV-66-1,,,,,,
LINC00276,,,,,,
LINC00466,,,,,,
LINC00963,,,,,,
LINC01122,,,,,,
LINC01257,,,,,,
LINC01370,,,,,,
LINC01378,,,,,,
LINC01618,,,,,,
LINC01708,,,,,,
LINC01720,,,,,,
LINC01739,,,,,,
LINC01812,,,,,,
LINC01977,,,,,,
LINC02069,,,,,,
LINC02152,,,,,,
LINC02240,,,,,,
LINC02361,,,,,,
LINC02547,,,,,,
LINC02646,,,,,,
LINC02720,,,,,,
LINC02782,,,,,,
MLIP-AS1,,,,,,
MMADHC-DT,,,,,,
MRPL57P1,,,,,,
MTATP6P14,,,,,,
MTCYBP36,,,,,,
NDUFA6-DT,,,,,,
OBI1-AS1,,,,,,
OR10AE1P,,,,,,
OR11L1,,,,,,
OR51B5,,,,,,
OR52I2,,,,,,
PDYN-AS1,,,,,,
PER3P1,,,,,,
PSAT1P1,,,,,,
PTGES3P1,,,,,,
RFX3-AS1,,,,,,
RN7SKP263,,,,,,
RN7SL150P,,,,,,
RN7SL392P,,,,,,
RNA5SP261,,,,,,
RNU4-73P,,,,,,
RNU6-1031P,,,,,,
RNU6-1286P,,,,,,
RNU6-13P,,,,,,
RPA2P2,,,,,,
RPL21P24,,,,,,
RPL7AP52,,,,,,
RPL7P2,,,,,,
RPS3AP5,,,,,,
SMUG1P1,,,,,,
SSU72P7,,,,,,
USP6NL-AS1,,,,,,
VN1R53P,,,,,,
ZNF202,,,,,,
